"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
445,"Maria Helena Elisabeth","Nurmikari","Nurmikari, Helena","131260-097N",1,"Testiosoite 445","10444 Helsinki","etunimi.sukunimi.444@example.com",9,446,,8388564,"2018-11-02 11:41:55.336079","2018-11-02 11:41:55.336079",FALSE,FALSE,
453,"Karoliina Ida Aleksandra","Ignatius","Ignatius, Karoliina","150671-0692",11,"Testiosoite 453","10452 Helsinki","etunimi.sukunimi.452@example.com",9,454,,8388576,"2018-11-02 11:41:55.439667","2018-11-02 11:41:55.439667",FALSE,FALSE,
471,"Salla-Maaria","Latva-Äijö","Latva-Äijö, Salla","010480-0858",4,"Testiosoite 471","10470 Helsinki","etunimi.sukunimi.470@example.com",9,472,,8388594,"2018-11-02 11:41:55.685941","2018-11-02 11:41:55.685941",FALSE,FALSE,
478,"Tiia-Tuulia Marianne","Mörsky","Mörsky, Tiia","250663-0240",8,"Testiosoite 478","10477 Helsinki","etunimi.sukunimi.477@example.com",9,479,,8388601,"2018-11-02 11:41:55.787028","2018-11-02 11:41:55.787028",FALSE,FALSE,
464,"Meri Jenny Emilia","Myllymäki","Myllymäki, Meri","300358-086H",9,"Testiosoite 464","10463 Helsinki","etunimi.sukunimi.463@example.com",9,465,,8388587,"2018-11-02 11:41:55.5877","2018-11-02 11:41:55.5877",FALSE,FALSE,
465,"Mikael Aleksanteri","Kosloff","Kosloff, Mikael","100759-066E",1,"Testiosoite 465","10464 Helsinki","etunimi.sukunimi.464@example.com",9,466,,8388588,"2018-11-02 11:41:55.601393","2018-11-02 11:41:55.601393",FALSE,FALSE,
476,"Soila Maria","Kuuluvainen","Kuuluvainen, Soila","091284-055X",10,"Testiosoite 476","10475 Helsinki","etunimi.sukunimi.475@example.com",9,477,,8388599,"2018-11-02 11:41:55.757381","2018-11-02 11:41:55.757381",FALSE,FALSE,
433,"Deni Johan","Seitz","Seitz, Deni 'puf'","280966-031B",11,"Testiosoite 433","10432 Helsinki","etunimi.sukunimi.432@example.com",9,434,,8355804,"2018-11-02 11:41:55.197377","2018-11-02 11:41:55.197377",FALSE,FALSE,
472,"Sampo Mikael","Varjonen","Varjonen, Sampo","030278-040Y",7,"Testiosoite 472","10471 Helsinki","etunimi.sukunimi.471@example.com",9,473,,8388595,"2018-11-02 11:41:55.700615","2018-11-02 11:41:55.700615",FALSE,FALSE,
451,"Juha Erik Michael","Sihvonen","Sihvonen, Juha","030275-049F",4,"Testiosoite 451","10450 Helsinki","etunimi.sukunimi.450@example.com",9,452,,8388574,"2018-11-02 11:41:55.411791","2018-11-02 11:41:55.411791",FALSE,FALSE,
456,"Katri Johanna","Tolkki","Tolkki, Katri","130382-053N",10,"Testiosoite 456","10455 Helsinki","etunimi.sukunimi.455@example.com",9,457,,8388579,"2018-11-02 11:41:55.479253","2018-11-02 11:41:55.479253",FALSE,FALSE,
449,"Jertta Maarit","Kangas","Kangas, Jertta","130273-027P",5,"Testiosoite 449","10448 Helsinki","etunimi.sukunimi.448@example.com",9,450,,8388572,"2018-11-02 11:41:55.384485","2018-11-02 11:41:55.384485",FALSE,FALSE,
474,"Silja Johanna","Nousiainen","Nousiainen, Silja","050158-089V",9,"Testiosoite 474","10473 Helsinki","etunimi.sukunimi.473@example.com",9,475,,8388597,"2018-11-02 11:41:55.728907","2018-11-02 11:41:55.728907",FALSE,FALSE,
477,"Terhi Rauna Maarit","Paikkala","Paikkala, Terhi","180455-0344",6,"Testiosoite 477","10476 Helsinki","etunimi.sukunimi.476@example.com",9,478,,8388600,"2018-11-02 11:41:55.772331","2018-11-02 11:41:55.772331",FALSE,FALSE,
479,"Tiina Henriikka Aleksandra","Söderholm","Söderholm, Tiina","061069-037X",5,"Testiosoite 479","10478 Helsinki","etunimi.sukunimi.478@example.com",9,480,,8388602,"2018-11-02 11:41:55.801916","2018-11-02 11:41:55.801916",FALSE,FALSE,
435,"Emma Karoliina","Miettinen","Miettinen, Emma","301180-0970",1,"Testiosoite 435","10434 Helsinki","etunimi.sukunimi.434@example.com",9,436,,8380380,"2018-11-02 11:41:55.220431","2018-11-02 11:41:55.220431",FALSE,FALSE,
446,"Inka Elina","Ora","Ora, Inka","171180-068N",10,"Testiosoite 446","10445 Helsinki","etunimi.sukunimi.445@example.com",9,447,,8388568,"2018-11-02 11:41:55.347507","2018-11-02 11:41:55.347507",FALSE,FALSE,
458,"Laura Elina","Iltala","Iltala, Laura","201264-0302",8,"Testiosoite 458","10457 Helsinki","etunimi.sukunimi.457@example.com",9,459,,8388581,"2018-11-02 11:41:55.506553","2018-11-02 11:41:55.506553",FALSE,FALSE,
434,"Elina","Huttunen","Huttunen, Elina","060578-0388",9,"Testiosoite 434","10433 Helsinki","etunimi.sukunimi.433@example.com",9,435,,8372188,"2018-11-02 11:41:55.208775","2018-11-02 11:41:55.208775",FALSE,FALSE,
437,"Esko Pekka","Lehtonen","Lehtonen, Esko","170185-0721",6,"Testiosoite 437","10436 Helsinki","etunimi.sukunimi.436@example.com",9,438,,8386524,"2018-11-02 11:41:55.243097","2018-11-02 11:41:55.243097",FALSE,FALSE,
463,"Maiju Tuulia","Laaksonen","Laaksonen, Maiju","240372-071S",11,"Testiosoite 463","10462 Helsinki","etunimi.sukunimi.462@example.com",9,464,,8388586,"2018-11-02 11:41:55.574136","2018-11-02 11:41:55.574136",FALSE,FALSE,
442,"Heidi Katriina","Peiponen","Peiponen, Heidi","020158-086U",7,"Testiosoite 442","10441 Helsinki","etunimi.sukunimi.441@example.com",9,443,,8388508,"2018-11-02 11:41:55.301054","2018-11-02 11:41:55.301054",FALSE,FALSE,
454,"Katariina Sini-Tuulia","Rapala","Rapala, Katariina","231276-026Y",9,"Testiosoite 454","10453 Helsinki","etunimi.sukunimi.453@example.com",9,455,,8388577,"2018-11-02 11:41:55.452582","2018-11-02 11:41:55.452582",FALSE,FALSE,
469,"Petri-Tapio","Heikkonen","Heikkonen, Petri-Tapio","160574-099M",5,"Testiosoite 469","10468 Helsinki","etunimi.sukunimi.468@example.com",9,470,,8388592,"2018-11-02 11:41:55.6572","2018-11-02 11:41:55.6572",FALSE,FALSE,
475,"Simo Valtteri","Mäkinen","Mäkinen, Simo","100880-073W",1,"Testiosoite 475","10474 Helsinki","etunimi.sukunimi.474@example.com",9,476,,8388598,"2018-11-02 11:41:55.742923","2018-11-02 11:41:55.742923",FALSE,FALSE,
484,"Vilja Inga Wilhelmiina","Kajanti","Kajanti, Vilja","290860-021A",9,"Testiosoite 484","10483 Helsinki","etunimi.sukunimi.483@example.com",9,485,,8388607,"2018-11-02 11:41:55.884266","2018-11-02 11:41:55.884266",FALSE,FALSE,
505,"Lotta Eveliina","Niva","Niva, Lotta","170472-005X",1,"Testiosoite 505","10504 Helsinki","etunimi.sukunimi.504@example.com",20,506,,8388582,"2018-11-02 11:41:56.133554","2018-11-02 11:41:56.133554",FALSE,FALSE,
498,"Jukka Antero","Pakarinen","Pakarinen, Jukka 'Rasti'","250551-000A",8,"Testiosoite 498","10497 Helsinki","etunimi.sukunimi.497@example.com",20,499,,8387566,"2018-11-02 11:41:56.052135","2018-11-02 11:41:56.052135",FALSE,FALSE,
521,"Linnea Suvi Tuulia","Jentze","Jentze, Suvi","080875-045D",4,"Testiosoite 521","10520 Helsinki","etunimi.sukunimi.520@example.com",20,522,,8388602,"2018-11-02 11:41:56.349527","2018-11-02 11:41:56.349527",FALSE,FALSE,
502,"Laura Alina","Kainulainen","Kainulainen, Laura","101170-072P",7,"Testiosoite 502","10501 Helsinki","etunimi.sukunimi.501@example.com",20,503,,8388526,"2018-11-02 11:41:56.098685","2018-11-02 11:41:56.098685",FALSE,FALSE,
517,"Saara Eliisa","Arola","Arola, Saara","031154-0788",6,"Testiosoite 517","10516 Helsinki","etunimi.sukunimi.516@example.com",20,518,,8388598,"2018-11-02 11:41:56.293087","2018-11-02 11:41:56.293087",FALSE,FALSE,
491,"Ari Jussi","Huttunen","Huttunen, Ari 'Addu'","150181-032D",4,"Testiosoite 491","10490 Helsinki","etunimi.sukunimi.490@example.com",20,492,,8257518,"2018-11-02 11:41:55.970087","2018-11-02 11:41:55.970087",FALSE,FALSE,
495,"Iina Tuulikki","Remonen","Remonen, Iina","030474-004C",1,"Testiosoite 495","10494 Helsinki","etunimi.sukunimi.494@example.com",20,496,,8380398,"2018-11-02 11:41:56.016826","2018-11-02 11:41:56.016826",FALSE,FALSE,
497,"Jukka Antero","Oinonen","Oinonen, Jukka","120770-014W",6,"Testiosoite 497","10496 Helsinki","etunimi.sukunimi.496@example.com",20,498,,8386542,"2018-11-02 11:41:56.040262","2018-11-02 11:41:56.040262",FALSE,FALSE,
511,"Minna Helena","Lindfors","Lindfors, Minna","160457-008H",4,"Testiosoite 511","10510 Helsinki","etunimi.sukunimi.510@example.com",20,512,,8388592,"2018-11-02 11:41:56.211081","2018-11-02 11:41:56.211081",FALSE,FALSE,
504,"Lauri Mika Petteri","Auvinen","Auvinen, Lauri","040976-096J",9,"Testiosoite 504","10503 Helsinki","etunimi.sukunimi.503@example.com",20,505,,8388574,"2018-11-02 11:41:56.121953","2018-11-02 11:41:56.121953",FALSE,FALSE,
507,"Maija Tuuli","Väre","Väre, Maija","191053-088U",6,"Testiosoite 507","10506 Helsinki","etunimi.sukunimi.506@example.com",20,508,,8388588,"2018-11-02 11:41:56.157365","2018-11-02 11:41:56.157365",FALSE,FALSE,
523,"Tatu Petteri","Valkonen","Valkonen, Tatu","041279-055D",11,"Testiosoite 523","10522 Helsinki","etunimi.sukunimi.522@example.com",20,524,,8388604,"2018-11-02 11:41:56.378331","2018-11-02 11:41:56.378331",FALSE,FALSE,
512,"Otto Lauri Johannes","Virtanen","Virtanen, Otto","190878-004Y",7,"Testiosoite 512","10511 Helsinki","etunimi.sukunimi.511@example.com",20,513,,8388593,"2018-11-02 11:41:56.224528","2018-11-02 11:41:56.224528",FALSE,FALSE,
496,"Jani Hans","Holopainen","Holopainen, Jani","110876-0016",10,"Testiosoite 496","10495 Helsinki","etunimi.sukunimi.495@example.com",20,497,,8384494,"2018-11-02 11:41:56.028714","2018-11-02 11:41:56.028714",FALSE,FALSE,
506,"Maija Erika","Haka","Haka, Maija","201257-0552",10,"Testiosoite 506","10505 Helsinki","etunimi.sukunimi.505@example.com",20,507,,8388586,"2018-11-02 11:41:56.145316","2018-11-02 11:41:56.145316",FALSE,FALSE,
509,"Markus Juhani","Miettinen","Miettinen, Markus","010978-0311",5,"Testiosoite 509","10508 Helsinki","etunimi.sukunimi.508@example.com",20,510,,8388590,"2018-11-02 11:41:56.183312","2018-11-02 11:41:56.183312",FALSE,FALSE,
513,"Outi Kaarina","Temmes","Temmes, Outi","160359-000Y",11,"Testiosoite 513","10512 Helsinki","etunimi.sukunimi.512@example.com",20,514,,8388594,"2018-11-02 11:41:56.23797","2018-11-02 11:41:56.23797",FALSE,FALSE,
514,"Pia Pauliina","Alapeteri","Alapeteri, Pia","310881-098H",9,"Testiosoite 514","10513 Helsinki","etunimi.sukunimi.513@example.com",20,515,,8388595,"2018-11-02 11:41:56.251661","2018-11-02 11:41:56.251661",FALSE,FALSE,
519,"Sara Henriikka","Juutinen","Juutinen, Sara","100880-012X",5,"Testiosoite 519","10518 Helsinki","etunimi.sukunimi.518@example.com",20,520,,8388600,"2018-11-02 11:41:56.321065","2018-11-02 11:41:56.321065",FALSE,FALSE,
485,"Anna Martta Elina","Virtanen","Virtanen, Anna","250378-0155",1,"Testiosoite 485","10484 Helsinki","etunimi.sukunimi.484@example.com",20,486,,-18,"2018-11-02 11:41:55.896865","2018-11-02 11:41:55.896865",FALSE,FALSE,
518,"Saila Pauliina","Pennanen","Pennanen, Saila","100871-0959",8,"Testiosoite 518","10517 Helsinki","etunimi.sukunimi.517@example.com",20,519,,8388599,"2018-11-02 11:41:56.307139","2018-11-02 11:41:56.307139",FALSE,FALSE,
522,"Tanja Onerva","Laatikainen","Laatikainen, Tanja","260279-027M",7,"Testiosoite 522","10521 Helsinki","etunimi.sukunimi.521@example.com",20,523,,8388603,"2018-11-02 11:41:56.363847","2018-11-02 11:41:56.363847",FALSE,FALSE,
508,"Margareeta Anna Emilia","Häkkinen","Häkkinen, Margareeta","250477-044M",8,"Testiosoite 508","10507 Helsinki","etunimi.sukunimi.507@example.com",20,509,,8388589,"2018-11-02 11:41:56.16976","2018-11-02 11:41:56.16976",FALSE,FALSE,
520,"Sini Maarit","Ulmanen","Ulmanen, Sini","280853-068C",2,"Testiosoite 520","10519 Helsinki","etunimi.sukunimi.519@example.com",20,521,,8388601,"2018-11-02 11:41:56.335218","2018-11-02 11:41:56.335218",FALSE,FALSE,
487,"Anne Dora","Holopainen","Holopainen, Anne","310286-060R",6,"Testiosoite 487","10486 Helsinki","etunimi.sukunimi.486@example.com",20,488,,6291438,"2018-11-02 11:41:55.921129","2018-11-02 11:41:55.921129",FALSE,FALSE,
488,"Anni Tuulikki","Hirsaho","Hirsaho, Anni","120382-0918",8,"Testiosoite 488","10487 Helsinki","etunimi.sukunimi.487@example.com",20,489,,7340014,"2018-11-02 11:41:55.934858","2018-11-02 11:41:55.934858",FALSE,FALSE,
489,"Antti Juhani","Kirkkala","Kirkkala, Antti","251157-082B",5,"Testiosoite 489","10488 Helsinki","etunimi.sukunimi.488@example.com",20,490,,7864302,"2018-11-02 11:41:55.946545","2018-11-02 11:41:55.946545",FALSE,FALSE,
490,"Antti Tapani","Vauhkonen","Vauhkonen, Antti","041165-010J",2,"Testiosoite 490","10489 Helsinki","etunimi.sukunimi.489@example.com",20,491,,8126446,"2018-11-02 11:41:55.958617","2018-11-02 11:41:55.958617",FALSE,FALSE,
492,"Emma Valpuri","Sihvola","Sihvola, Emma","220478-0184",7,"Testiosoite 492","10491 Helsinki","etunimi.sukunimi.491@example.com",20,493,,8323054,"2018-11-02 11:41:55.981798","2018-11-02 11:41:55.981798",FALSE,FALSE,
525,"Ville Sakari","Meriläinen","Meriläinen, Ville 'Piispa'","030261-068F",1,"Testiosoite 525","10524 Helsinki","etunimi.sukunimi.524@example.com",20,526,,8388606,"2018-11-02 11:41:56.407567","2018-11-02 11:41:56.407567",FALSE,FALSE,
516,"Riikka Maaret","Ruuth","Ruuth, Riikka","151066-059N",10,"Testiosoite 516","10515 Helsinki","etunimi.sukunimi.515@example.com",20,517,,8388597,"2018-11-02 11:41:56.279095","2018-11-02 11:41:56.279095",FALSE,FALSE,
500,"Katja Pauliina","Kastarinen","Kastarinen, Katja","050970-011W",2,"Testiosoite 500","10499 Helsinki","etunimi.sukunimi.499@example.com",20,501,,8388334,"2018-11-02 11:41:56.075361","2018-11-02 11:41:56.075361",FALSE,FALSE,
524,"Veera Eveliina","Tuovinen","Tuovinen, Veera","120975-068J",9,"Testiosoite 524","10523 Helsinki","etunimi.sukunimi.523@example.com",20,525,,8388605,"2018-11-02 11:41:56.393146","2018-11-02 11:41:56.393146",FALSE,FALSE,
486,"Annamari Johanna","Oittinen","Oittinen, Annamari","120576-0511",10,"Testiosoite 486","10485 Helsinki","etunimi.sukunimi.485@example.com",20,487,,4194286,"2018-11-02 11:41:55.90886","2018-11-02 11:41:55.90886",FALSE,FALSE,
510,"Mikko Riku Aleksi","Pitkänen","Pitkänen, Mikko","060351-093E",2,"Testiosoite 510","10509 Helsinki","etunimi.sukunimi.509@example.com",20,511,,8388591,"2018-11-02 11:41:56.197094","2018-11-02 11:41:56.197094",FALSE,FALSE,
503,"Laura Maria","Korhonen","Korhonen, Laura","051059-058C",11,"Testiosoite 503","10502 Helsinki","etunimi.sukunimi.502@example.com",20,504,,8388558,"2018-11-02 11:41:56.110213","2018-11-02 11:41:56.110213",FALSE,FALSE,
515,"Pyry Juhani","Kettunen","Kettunen, Pyry","120482-099A",1,"Testiosoite 515","10514 Helsinki","etunimi.sukunimi.514@example.com",20,516,,8388596,"2018-11-02 11:41:56.265204","2018-11-02 11:41:56.265204",FALSE,FALSE,
499,"Jussi Petteri","Gustafsson","Gustafsson, Jussi","240956-0870",5,"Testiosoite 499","10498 Helsinki","etunimi.sukunimi.498@example.com",20,500,,8388078,"2018-11-02 11:41:56.063549","2018-11-02 11:41:56.063549",FALSE,FALSE,
494,"Esko Heikki Johannes","Juutinen","Juutinen, Esko","180977-0102",9,"Testiosoite 494","10493 Helsinki","etunimi.sukunimi.493@example.com",20,495,,8372206,"2018-11-02 11:41:56.005297","2018-11-02 11:41:56.005297",FALSE,FALSE,
493,"Emmi Noora","Nevalainen","Nevalainen, Emmi","040465-028F",11,"Testiosoite 493","10492 Helsinki","etunimi.sukunimi.492@example.com",20,494,,8355822,"2018-11-02 11:41:55.993237","2018-11-02 11:41:55.993237",FALSE,FALSE,
501,"Katriina Elina","Kalliomäki","Kalliomäki, Katriina","180870-076K",4,"Testiosoite 501","10500 Helsinki","etunimi.sukunimi.500@example.com",20,502,,8388462,"2018-11-02 11:41:56.087098","2018-11-02 11:41:56.087098",FALSE,FALSE,
526,"Ville Petteri","Pulkkinen","Pulkkinen, Ville","070887-036K",10,"Testiosoite 526","10525 Helsinki","etunimi.sukunimi.525@example.com",20,527,,8388607,"2018-11-02 11:41:56.424422","2018-11-02 11:41:56.424422",FALSE,FALSE,
539,"Jenna Emilia","Mokka","Mokka, Jenna","130157-050H",5,"Testiosoite 539","10538 Helsinki","etunimi.sukunimi.538@example.com",14,540,,8386545,"2018-11-02 11:41:56.579115","2018-11-02 11:41:56.579115",FALSE,FALSE,
552,"Pekka Sakari","Varje","Varje, Pekka","300759-052W",7,"Testiosoite 552","10551 Helsinki","etunimi.sukunimi.551@example.com",14,553,,8388594,"2018-11-02 11:41:56.737111","2018-11-02 11:41:56.737111",FALSE,FALSE,
554,"Lauri Sakari","Lähteenmäki","Lähteenmäki, Sakari","010786-030E",9,"Testiosoite 554","10553 Helsinki","etunimi.sukunimi.553@example.com",14,555,,8388596,"2018-11-02 11:41:56.764169","2018-11-02 11:41:56.764169",FALSE,FALSE,
558,"Teemu Oskari","Laakso","Laakso, Teemu","300881-086F",8,"Testiosoite 558","10557 Helsinki","etunimi.sukunimi.557@example.com",14,559,,8388600,"2018-11-02 11:41:56.819955","2018-11-02 11:41:56.819955",FALSE,FALSE,
544,"Jyrki Olavi","Eriksson","Eriksson, Jyrki","030173-0827",9,"Testiosoite 544","10543 Helsinki","etunimi.sukunimi.543@example.com",14,545,,8388529,"2018-11-02 11:41:56.638034","2018-11-02 11:41:56.638034",FALSE,FALSE,
557,"Risto Tapio","Hatakka","Hatakka, Tapio","091265-013N",6,"Testiosoite 557","10556 Helsinki","etunimi.sukunimi.556@example.com",14,558,,8388599,"2018-11-02 11:41:56.805805","2018-11-02 11:41:56.805805",FALSE,FALSE,
546,"Kim Mikael","Ervasti","Ervasti, Kim","090157-0221",10,"Testiosoite 546","10545 Helsinki","etunimi.sukunimi.545@example.com",14,547,,8388577,"2018-11-02 11:41:56.661664","2018-11-02 11:41:56.661664",FALSE,FALSE,
535,"Ilkka Santeri","Tynkkynen","Tynkkynen, Ilkka","180663-091M",1,"Testiosoite 535","10534 Helsinki","etunimi.sukunimi.534@example.com",14,536,,8355825,"2018-11-02 11:41:56.531606","2018-11-02 11:41:56.531606",FALSE,FALSE,
530,"Anu-Mari","Hämäläinen","Hämäläinen, Anu-Mari","030776-066A",2,"Testiosoite 530","10529 Helsinki","etunimi.sukunimi.529@example.com",14,531,,7340017,"2018-11-02 11:41:56.472533","2018-11-02 11:41:56.472533",FALSE,FALSE,
540,"Jenni Pauliina","Luolaja","Luolaja, Jenni","041069-011T",2,"Testiosoite 540","10539 Helsinki","etunimi.sukunimi.539@example.com",14,541,,8387569,"2018-11-02 11:41:56.591062","2018-11-02 11:41:56.591062",FALSE,FALSE,
563,"Viljo Pietari","Lehtinen","Lehtinen, Viljo","210852-060B",11,"Testiosoite 563","10562 Helsinki","etunimi.sukunimi.562@example.com",14,564,,8388605,"2018-11-02 11:41:56.891343","2018-11-02 11:41:56.891343",FALSE,FALSE,
543,"Juuso Jalmari","Lehtinen","Lehtinen, Juuso","230558-031U",11,"Testiosoite 543","10542 Helsinki","etunimi.sukunimi.542@example.com",14,544,,8388465,"2018-11-02 11:41:56.626135","2018-11-02 11:41:56.626135",FALSE,FALSE,
560,"Tuomas Jukka","Saarela","Saarela, Tuomas","150550-0219",2,"Testiosoite 560","10559 Helsinki","etunimi.sukunimi.559@example.com",14,561,,8388602,"2018-11-02 11:41:56.847861","2018-11-02 11:41:56.847861",FALSE,FALSE,
534,"Henriikka Johanna Kaarina","Mattila","Mattila, Henriikka","100775-0546",9,"Testiosoite 534","10533 Helsinki","etunimi.sukunimi.533@example.com",14,535,,8323057,"2018-11-02 11:41:56.520254","2018-11-02 11:41:56.520254",FALSE,FALSE,
551,"Mikko Petteri","Sergejeff","Sergejeff, Mikko","140979-070X",4,"Testiosoite 551","10550 Helsinki","etunimi.sukunimi.550@example.com",14,552,,8388593,"2018-11-02 11:41:56.723806","2018-11-02 11:41:56.723806",FALSE,FALSE,
527,"Aku Petteri","Peltonen","Peltonen, Aku 'AQ'","310789-094M",6,"Testiosoite 527","10526 Helsinki","etunimi.sukunimi.526@example.com",14,528,,-15,"2018-11-02 11:41:56.436848","2018-11-02 11:41:56.436848",FALSE,FALSE,
532,"Erkka Eevert","Tuomela","Tuomela, Erkka","280273-0858",7,"Testiosoite 532","10531 Helsinki","etunimi.sukunimi.531@example.com",14,533,,8126449,"2018-11-02 11:41:56.496351","2018-11-02 11:41:56.496351",FALSE,FALSE,
548,"Maarit Hannele","Kostamo","Kostamo, Maarit","040579-0077",8,"Testiosoite 548","10547 Helsinki","etunimi.sukunimi.547@example.com",14,549,,8388589,"2018-11-02 11:41:56.685747","2018-11-02 11:41:56.685747",FALSE,FALSE,
537,"Janne Sakari","Hyytiäinen","Hyytiäinen, Janne","101186-071T",6,"Testiosoite 537","10536 Helsinki","etunimi.sukunimi.536@example.com",14,538,,8380401,"2018-11-02 11:41:56.555432","2018-11-02 11:41:56.555432",FALSE,FALSE,
547,"Liisa Katriina","Lähteenmäki","Lähteenmäki, Liisa","060357-022P",6,"Testiosoite 547","10546 Helsinki","etunimi.sukunimi.546@example.com",14,548,,8388585,"2018-11-02 11:41:56.673384","2018-11-02 11:41:56.673384",FALSE,FALSE,
538,"Jarna Elena","Hyvönen","Hyvönen, Jarna","160767-010K",8,"Testiosoite 538","10537 Helsinki","etunimi.sukunimi.537@example.com",14,539,,8384497,"2018-11-02 11:41:56.567363","2018-11-02 11:41:56.567363",FALSE,FALSE,
542,"Jukka Tuomas","Heliö","Heliö, Jukka","140268-0571",7,"Testiosoite 542","10541 Helsinki","etunimi.sukunimi.541@example.com",14,543,,8388337,"2018-11-02 11:41:56.61468","2018-11-02 11:41:56.61468",FALSE,FALSE,
533,"Heimo Sakari","Kanerva","Kanerva, Heimo","270885-0713",11,"Testiosoite 533","10532 Helsinki","etunimi.sukunimi.532@example.com",14,534,,8257521,"2018-11-02 11:41:56.508181","2018-11-02 11:41:56.508181",FALSE,FALSE,
545,"Jenny Karoliina","Holmström","Holmström, Karoliina","060361-0942",1,"Testiosoite 545","10544 Helsinki","etunimi.sukunimi.544@example.com",14,546,,8388561,"2018-11-02 11:41:56.64996","2018-11-02 11:41:56.64996",FALSE,FALSE,
562,"Veikko Juhani","Lähteenmäki","Lähteenmäki, Veikko","101257-027P",7,"Testiosoite 562","10561 Helsinki","etunimi.sukunimi.561@example.com",14,563,,8388604,"2018-11-02 11:41:56.87643","2018-11-02 11:41:56.87643",FALSE,FALSE,
549,"Markus Nikolaus","Korpinen","Korpinen, Markus","261266-0182",5,"Testiosoite 549","10548 Helsinki","etunimi.sukunimi.548@example.com",14,550,,8388591,"2018-11-02 11:41:56.697803","2018-11-02 11:41:56.697803",FALSE,FALSE,
531,"Arto Petteri","Koivu","Koivu, Arto","130887-020X",4,"Testiosoite 531","10530 Helsinki","etunimi.sukunimi.530@example.com",14,532,,7864305,"2018-11-02 11:41:56.484501","2018-11-02 11:41:56.484501",FALSE,FALSE,
559,"Teo Henrik","Gebhard","Gebhard, Teo","160161-0051",5,"Testiosoite 559","10558 Helsinki","etunimi.sukunimi.558@example.com",14,560,,8388601,"2018-11-02 11:41:56.833725","2018-11-02 11:41:56.833725",FALSE,FALSE,
556,"Santtu Esa Tapio","Vekkeli","Vekkeli, Santtu","031171-011F",10,"Testiosoite 556","10555 Helsinki","etunimi.sukunimi.555@example.com",14,557,,8388598,"2018-11-02 11:41:56.791877","2018-11-02 11:41:56.791877",FALSE,FALSE,
528,"Anna Kristiina","Valjakka","Valjakka, Anna","191057-011C",8,"Testiosoite 528","10527 Helsinki","etunimi.sukunimi.527@example.com",14,529,,4194289,"2018-11-02 11:41:56.448835","2018-11-02 11:41:56.448835",FALSE,FALSE,
536,"Jani Marko Tapani","Ollikainen","Ollikainen, Jani 'bestis'","300180-0746",10,"Testiosoite 536","10535 Helsinki","etunimi.sukunimi.535@example.com",14,537,,8372209,"2018-11-02 11:41:56.543605","2018-11-02 11:41:56.543605",FALSE,FALSE,
553,"Riku Petteri","Lähteenkorva","Lähteenkorva, Riku","090871-024B",11,"Testiosoite 553","10552 Helsinki","etunimi.sukunimi.552@example.com",14,554,,8388595,"2018-11-02 11:41:56.750859","2018-11-02 11:41:56.750859",FALSE,FALSE,
561,"Veera Elina","Lehto","Lehto, Veera","060460-0141",4,"Testiosoite 561","10560 Helsinki","etunimi.sukunimi.560@example.com",14,562,,8388603,"2018-11-02 11:41:56.862162","2018-11-02 11:41:56.862162",FALSE,FALSE,
550,"Martti Johannes","Nieminen","Nieminen, Martti","311053-022E",2,"Testiosoite 550","10549 Helsinki","etunimi.sukunimi.549@example.com",14,551,,8388592,"2018-11-02 11:41:56.709861","2018-11-02 11:41:56.709861",FALSE,FALSE,
564,"Ville Sakari","Lappalainen","Lappalainen, Ville","141260-0615",9,"Testiosoite 564","10563 Helsinki","etunimi.sukunimi.563@example.com",14,565,,8388606,"2018-11-02 11:41:56.907976","2018-11-02 11:41:56.907976",FALSE,FALSE,
529,"Anna Maija","Zitting","Zitting, Anna","170579-067J",5,"Testiosoite 529","10528 Helsinki","etunimi.sukunimi.528@example.com",14,530,,6291441,"2018-11-02 11:41:56.46037","2018-11-02 11:41:56.46037",FALSE,FALSE,
541,"Juha Henrik","Koponen","Koponen, Juha","180266-095A",4,"Testiosoite 541","10540 Helsinki","etunimi.sukunimi.540@example.com",14,542,,8388081,"2018-11-02 11:41:56.602775","2018-11-02 11:41:56.602775",FALSE,FALSE,
555,"Samu Henrik Aleksei","Vuorinen","Vuorinen, Samu","090855-047Y",1,"Testiosoite 555","10554 Helsinki","etunimi.sukunimi.554@example.com",14,556,,8388597,"2018-11-02 11:41:56.77784","2018-11-02 11:41:56.77784",FALSE,FALSE,
565,"Milla Maria","Punkari","Punkari, Milla","090557-0162",1,"Testiosoite 565","10564 Helsinki","etunimi.sukunimi.564@example.com",14,566,,8388607,"2018-11-02 11:41:56.922105","2018-11-02 11:41:56.922105",FALSE,FALSE,
591,"Eero Oskari","Nokso-Koivisto","Nokso-Koivisto, Oskari","060380-050J",4,"Testiosoite 591","10590 Helsinki","etunimi.sukunimi.590@example.com",21,592,,8388604,"2018-11-02 11:41:57.240057","2018-11-02 11:41:57.240057",FALSE,FALSE,
593,"Teemu Antero","Halme","Halme, Teemu","221281-090N",11,"Testiosoite 593","10592 Helsinki","etunimi.sukunimi.592@example.com",21,594,,8388606,"2018-11-02 11:41:57.267019","2018-11-02 11:41:57.267019",FALSE,FALSE,
